Data;Valor;L;B;S;F;E;E%
23/09/2011;113643;0;0;0;0;0;0
26/09/2011;116295;0;0;0;0;0;0
27/09/2011;117538;0;0;0;0;0;0
28/09/2011;115106;0;0;0;0;0;0
29/09/2011;116040;0;0;0;0;0;0
30/09/2011;113142;0;0;0;0;0;0
03/10/2011;109923;0;0;0;0;0;0
04/10/2011;112395;0;0;0;0;0;0
05/10/2011;114403;0;0;0;0;0;0
06/10/2011;116497;0;0;0;0;0;0
07/10/2011;115546;0;0;0;0;0;0
10/10/2011;119489;0;0;0;0;0;0
11/10/2011;119554;0;0;0;0;0;0
12/10/2011;120725;0;0;0;0;0;0
13/10/2011;120366;0;0;0;0;0;0
14/10/2011;122458;0;0;0;0;0;0
17/10/2011;120086;0;0;0;0;0;0
18/10/2011;122538;0;0;0;0;0;0
19/10/2011;120988;0;0;0;0;0;0
20/10/2011;121539;0;0;0;0;0;0
21/10/2011;123825;0;0;0;0;0;0
24/10/2011;125419;0;0;0;0;0;0
25/10/2011;122905;0;0;0;0;0;0
26/10/2011;124200;0;0;0;0;0;0
27/10/2011;128459;0;0;0;0;0;0
28/10/2011;128509;0;0;0;0;0;0
31/10/2011;125330;0;0;0;0;0;0
01/11/2011;121828;0;0;0;0;0;0
02/11/2011;123790;0;0;0;0;0;0
03/11/2011;126115;0;0;0;0;0;0
04/11/2011;125323;0;0;0;0;0;0
07/11/2011;126112;0;0;0;0;0;0
08/11/2011;127592;0;0;0;0;0;0
09/11/2011;122910;0;0;0;0;0;0
10/11/2011;123969;0;0;0;0;0;0
11/11/2011;126385;0;0;0;0;0;0
14/11/2011;125178;0;0;0;0;0;0
15/11/2011;125781;0;0;0;0;0;0
16/11/2011;123691;0;0;0;0;0;0
17/11/2011;121613;0;0;0;0;0;0
18/11/2011;121565;0;0;0;0;0;0
21/11/2011;119298;0;0;0;0;0;0
22/11/2011;118804;0;0;0;0;0;0
23/11/2011;116179;0;0;0;0;0;0
25/11/2011;115867;0;0;0;0;0;0
28/11/2011;119255;0;0;0;0;0;0
29/11/2011;119519;0;0;0;0;0;0
30/11/2011;124696;0;0;0;0;0;0
01/12/2011;124458;0;0;0;0;0;0
02/12/2011;124428;0;0;0;0;0;0
05/12/2011;125708;0;0;0;0;0;0
06/12/2011;125847;0;0;0;0;0;0
07/12/2011;126101;0;0;0;0;0;0
08/12/2011;123435;0;0;0;0;0;0
09/12/2011;125519;0;0;0;0;0;0
12/12/2011;123647;0;0;0;0;0;0
13/12/2011;122573;0;0;0;0;0;0
14/12/2011;121182;0;0;0;0;0;0
15/12/2011;121575;0;0;0;0;0;0
16/12/2011;121966;0;0;0;0;0;0
19/12/2011;120535;0;0;0;0;0;0
20/12/2011;124130;0;0;0;0;0;0
21/12/2011;124372;0;0;0;0;0;0
22/12/2011;125400;0;0;0;0;0;0
23/12/2011;126533;0;0;0;0;0;0
27/12/2011;126543;0;0;0;0;0;0
28/12/2011;124964;0;0;0;0;0;0
29/12/2011;126302;0;0;0;0;0;0
30/12/2011;125760;0;0;0;0;0;0
03/01/2012;127706;0;0;0;0;0;0
04/01/2012;127730;0;0;0;0;0;0
05/01/2012;128106;0;0;0;0;0;0
06/01/2012;127781;0;0;0;0;0;0
09/01/2012;128070;0;0;0;0;0;0
10/01/2012;129208;0;0;0;0;0;0
11/01/2012;129248;0;0;0;0;0;0
12/01/2012;129550;0;0;0;0;0;0
13/01/2012;128909;0;0;0;0;0;0
17/01/2012;129367;0;0;0;0;0;0
18/01/2012;130804;0;0;0;0;0;0
19/01/2012;131450;0;0;0;0;0;0
20/01/2012;131538;0;0;0;0;0;0
23/01/2012;131600;0;0;0;0;0;0
24/01/2012;131465;0;0;0;0;0;0
25/01/2012;132605;0;0;0;0;0;0
26/01/2012;131843;0;0;0;0;0;0
27/01/2012;131633;0;0;0;0;0;0
30/01/2012;131301;0;0;0;0;0;0
31/01/2012;131241;0;0;0;0;0;0
01/02/2012;132409;0;0;0;0;0;0
02/02/2012;132554;0;0;0;0;0;0
03/02/2012;134490;0;0;0;0;0;0
06/02/2012;134433;0;0;0;0;0;0
07/02/2012;134705;0;0;0;0;0;0
08/02/2012;134996;0;0;0;0;0;0
09/02/2012;135195;0;0;0;0;0;0
10/02/2012;134264;0;0;0;0;0;0
13/02/2012;135177;0;0;0;0;0;0
14/02/2012;135050;0;0;0;0;0;0
15/02/2012;134323;0;0;0;0;0;0
16/02/2012;135804;0;0;0;0;0;0
17/02/2012;136123;0;0;0;0;0;0
21/02/2012;136221;0;0;0;0;0;0
22/02/2012;135766;0;0;0;0;0;0
23/02/2012;136346;0;0;0;0;0;0
24/02/2012;136574;0;0;0;0;0;0
27/02/2012;136759;0;0;0;0;0;0
28/02/2012;137218;0;0;0;0;0;0
29/02/2012;136568;0;0;0;0;0;0
01/03/2012;137409;0;0;0;0;0;0
02/03/2012;136963;0;0;0;0;0;0
05/03/2012;136433;0;0;0;0;0;0
06/03/2012;134336;0;0;0;0;0;0
07/03/2012;135263;0;0;0;0;0;0
08/03/2012;136591;0;0;0;0;0;0
09/03/2012;137087;0;0;0;0;0;0
12/03/2012;137109;0;0;0;0;0;0
13/03/2012;139595;0;0;0;0;0;0
14/03/2012;139428;0;0;0;0;0;0
15/03/2012;140260;0;0;0;0;0;0
16/03/2012;140417;0;0;0;0;0;0
19/03/2012;140975;0;0;0;0;0;0
20/03/2012;140552;0;0;0;0;0;0
21/03/2012;140289;0;0;0;0;0;0
22/03/2012;139278;0;0;0;0;0;0
23/03/2012;139711;0;0;0;0;0;0
26/03/2012;141651;0;0;0;0;0;0
27/03/2012;141252;0;0;0;0;0;0
28/03/2012;140554;0;0;0;0;0;0
29/03/2012;140328;0;0;0;0;0;0
30/03/2012;140847;0;0;0;0;0;0
02/04/2012;141904;0;0;0;0;0;0
03/04/2012;141338;0;0;0;0;0;0
04/04/2012;139896;0;0;0;0;0;0
05/04/2012;139808;0;0;0;0;0;0
09/04/2012;138220;0;0;0;0;0;0
10/04/2012;135859;0;0;0;0;0;0
11/04/2012;136871;0;0;0;0;0;0
12/04/2012;138757;0;0;0;0;0;0
13/04/2012;137026;0;0;0;0;0;0
16/04/2012;136957;0;0;0;0;0;0
17/04/2012;139078;0;0;0;0;0;0
18/04/2012;138514;0;0;0;0;0;0
19/04/2012;137692;0;0;0;0;0;0
20/04/2012;137853;0;0;0;0;0;0
23/04/2012;136694;0;0;0;0;0;0
24/04/2012;137197;0;0;0;0;0;0
25/04/2012;139069;0;0;0;0;0;0
26/04/2012;139998;0;0;0;0;0;0
27/04/2012;140336;0;0;0;0;0;0
30/04/2012;139791;0;0;0;0;0;0
01/05/2012;140582;0;0;0;0;0;0
02/05/2012;140231;0;0;0;0;0;0
03/05/2012;139157;0;0;0;0;0;0
04/05/2012;136910;0;0;0;0;0;0
07/05/2012;136958;0;0;0;0;0;0
08/05/2012;136372;0;0;0;0;0;0
09/05/2012;135458;0;0;0;0;0;0
10/05/2012;135799;0;0;0;0;0;0
11/05/2012;135339;0;0;0;0;0;0
14/05/2012;133835;0;0;0;0;0;0
15/05/2012;133066;0;0;0;0;0;0
16/05/2012;132480;0;0;0;0;0;0
17/05/2012;130486;0;0;0;0;0;0
18/05/2012;129522;0;0;0;0;0;0
21/05/2012;131599;0;0;0;0;0;0
22/05/2012;131663;0;0;0;0;0;0
23/05/2012;131886;0;0;0;0;0;0
24/05/2012;132068;0;0;0;0;0;0
25/05/2012;131782;0;0;0;0;0;0
29/05/2012;133242;0;0;0;0;0;0
30/05/2012;131332;0;0;0;0;0;0
31/05/2012;131033;0;0;0;0;0;0
01/06/2012;127804;0;0;0;0;0;0
04/06/2012;127818;0;0;0;0;0;0
05/06/2012;128550;0;0;0;0;0;0
06/06/2012;131513;0;0;0;0;0;0
07/06/2012;131499;0;0;0;0;0;0
08/06/2012;132566;0;0;0;0;0;0
11/06/2012;130893;0;0;0;0;0;0
12/06/2012;132418;0;0;0;0;0;0
13/06/2012;131488;0;0;0;0;0;0
14/06/2012;132910;0;0;0;0;0;0
15/06/2012;134284;0;0;0;0;0;0
18/06/2012;134478;0;0;0;0;0;0
19/06/2012;135798;0;0;0;0;0;0
20/06/2012;135569;0;0;0;0;0;0
21/06/2012;132551;0;0;0;0;0;0
22/06/2012;133502;0;0;0;0;0;0
25/06/2012;131372;0;0;0;0;0;0
26/06/2012;131999;0;0;0;0;0;0
27/06/2012;133185;0;0;0;0;0;0
28/06/2012;132904;0;0;0;0;0;0
29/06/2012;136216;0;0;0;0;0;0
02/07/2012;136551;0;0;0;0;0;0
03/07/2012;137402;0;0;0;0;0;0
05/07/2012;136758;0;0;0;0;0;0
06/07/2012;135468;0;0;0;0;0;0
09/07/2012;135246;0;0;0;0;0;0
10/07/2012;134147;0;0;0;0;0;0
11/07/2012;134145;0;0;0;0;0;0
12/07/2012;133476;0;0;0;0;0;0
13/07/2012;135678;0;0;0;0;0;0
16/07/2012;135364;0;0;0;0;0;0
17/07/2012;136367;0;0;0;0;0;0
18/07/2012;137278;0;0;0;0;0;0
19/07/2012;137651;0;0;0;0;0;0
20/07/2012;136266;0;0;0;0;0;0
23/07/2012;135052;0;0;0;0;0;0
24/07/2012;133831;0;0;0;0;0;0
25/07/2012;133789;0;0;0;0;0;0
26/07/2012;136002;0;0;0;0;0;0
27/07/2012;138597;0;0;0;0;0;0
30/07/2012;138530;0;0;0;0;0;0
31/07/2012;137932;0;0;0;0;0;0
01/08/2012;137514;0;0;0;0;0;0
02/08/2012;136500;0;0;0;0;0;0
03/08/2012;139099;0;0;0;0;0;0
06/08/2012;139423;0;0;0;0;0;0
07/08/2012;140135;0;0;0;0;0;0
08/08/2012;140222;0;0;0;0;0;0
09/08/2012;140280;0;0;0;0;0;0
10/08/2012;140587;0;0;0;0;0;0
13/08/2012;140411;0;0;0;0;0;0
14/08/2012;140393;0;0;0;0;0;0
15/08/2012;140553;0;0;0;0;0;0
16/08/2012;141551;0;0;0;0;0;0
17/08/2012;141816;0;0;0;0;0;0
20/08/2012;141813;0;0;0;0;0;0
21/08/2012;141317;0;0;0;0;0;0
22/08/2012;141349;0;0;0;0;0;0
23/08/2012;140208;0;0;0;0;0;0
24/08/2012;141113;0;0;0;0;0;0
27/08/2012;141044;0;0;0;0;0;0
28/08/2012;140930;0;0;0;0;0;0
29/08/2012;141049;0;0;0;0;0;0
30/08/2012;139948;0;0;0;0;0;0
31/08/2012;140658;0;0;0;0;0;0
04/09/2012;140494;0;0;0;0;0;0
05/09/2012;140344;0;0;0;0;0;0
06/09/2012;143212;0;0;0;0;0;0
07/09/2012;143792;0;0;0;0;0;0
10/09/2012;142908;0;0;0;0;0;0
11/09/2012;143356;0;0;0;0;0;0
12/09/2012;143656;0;0;0;0;0;0
13/09/2012;145999;0;0;0;0;0;0
14/09/2012;146577;0;0;0;0;0;0
17/09/2012;146119;0;0;0;0;0;0
18/09/2012;145932;0;0;0;0;0;0
19/09/2012;146105;0;0;0;0;0;0
20/09/2012;146026;0;0;0;0;0;0
21/09/2012;146015;0;0;0;0;0;0
24/09/2012;145689;0;0;0;0;0;0
25/09/2012;144159;0;0;0;0;0;0
26/09/2012;143332;0;0;0;0;0;0
27/09/2012;144715;0;0;0;0;0;0
28/09/2012;144067;0;0;0;0;0;0
01/10/2012;144449;0;0;0;0;0;0
02/10/2012;144575;0;0;0;0;0;0
03/10/2012;145099;0;0;0;0;0;0
04/10/2012;146140;0;0;0;0;0;0
05/10/2012;146093;0;0;0;0;0;0
08/10/2012;145588;0;0;0;0;0;0
09/10/2012;144148;0;0;0;0;0;0
10/10/2012;143256;0;0;0;0;0;0
11/10/2012;143284;0;0;0;0;0;0
12/10/2012;142859;0;0;0;0;0;0
15/10/2012;144013;0;0;0;0;0;0
16/10/2012;145492;0;0;0;0;0;0
17/10/2012;146091;0;0;0;0;0;0
18/10/2012;145734;0;0;0;0;0;0
19/10/2012;143319;0;0;0;0;0;0
22/10/2012;143382;0;0;0;0;0;0
23/10/2012;141311;0;0;0;0;0;0
24/10/2012;140875;0;0;0;0;0;0
25/10/2012;141297;0;0;0;0;0;0
26/10/2012;141194;0;0;0;0;0;0
31/10/2012;141216;0;0;0;0;0;0
01/11/2012;142759;0;0;0;0;0;0
02/11/2012;141420;0;0;0;0;0;0
05/11/2012;141726;0;0;0;0;0;0
06/11/2012;142839;0;0;0;0;0;0
07/11/2012;139453;0;0;0;0;0;0
08/11/2012;137751;0;0;0;0;0;0
09/11/2012;137985;0;0;0;0;0;0
12/11/2012;138003;0;0;0;0;0;0
13/11/2012;137453;0;0;0;0;0;0
14/11/2012;135549;0;0;0;0;0;0
15/11/2012;135333;0;0;0;0;0;0
16/11/2012;135988;0;0;0;0;0;0
19/11/2012;138689;0;0;0;0;0;0
20/11/2012;138781;0;0;0;0;0;0
21/11/2012;139103;0;0;0;0;0;0
23/11/2012;140915;0;0;0;0;0;0
26/11/2012;140629;0;0;0;0;0;0
27/11/2012;139894;0;0;0;0;0;0
28/11/2012;140993;0;0;0;0;0;0
29/11/2012;141595;0;0;0;0;0;0
30/11/2012;141618;0;0;0;0;0;0
03/12/2012;140946;0;0;0;0;0;0
04/12/2012;140705;0;0;0;0;0;0
05/12/2012;140928;0;0;0;0;0;0
06/12/2012;141394;0;0;0;0;0;0
07/12/2012;141807;0;0;0;0;0;0
10/12/2012;141855;0;0;0;0;0;0
11/12/2012;142784;0;0;0;0;0;0
12/12/2012;142848;0;0;0;0;0;0
13/12/2012;141945;0;0;0;0;0;0
14/12/2012;141358;0;0;0;0;0;0
17/12/2012;143036;0;0;0;0;0;0
18/12/2012;144679;0;0;0;0;0;0
19/12/2012;143581;0;0;0;0;0;0
20/12/2012;144369;0;0;0;0;0;0
21/12/2012;143015;0;0;0;0;0;0
24/12/2012;142666;0;0;0;0;0;0
26/12/2012;141983;0;0;0;0;0;0
27/12/2012;141810;0;0;0;0;0;0
28/12/2012;140243;0;0;0;0;0;0
31/12/2012;142619;0;0;0;0;0;0
02/01/2013;146242;0;0;0;0;0;0
03/01/2013;145937;0;0;0;0;0;0
04/01/2013;146647;0;0;0;0;0;0
07/01/2013;146189;0;0;0;0;0;0
08/01/2013;145715;0;0;0;0;0;0
09/01/2013;146102;0;0;0;0;0;0
10/01/2013;147212;0;0;0;0;0;0
11/01/2013;147205;0;0;0;0;0;0
14/01/2013;147068;0;0;0;0;0;0
15/01/2013;147234;0;0;0;0;0;0
16/01/2013;147263;0;0;0;0;0;0
17/01/2013;148094;0;0;0;0;0;0
18/01/2013;148598;0;0;0;0;0;0
22/01/2013;149256;0;0;0;0;0;0
23/01/2013;149481;0;0;0;0;0;0
24/01/2013;149482;0;0;0;0;0;0
25/01/2013;150296;0;0;0;0;0;0
28/01/2013;150018;0;0;0;0;0;0
29/01/2013;150784;0;0;0;0;0;0
30/01/2013;150196;0;0;0;0;0;0
31/01/2013;149811;0;0;0;0;0;0
01/02/2013;151317;0;0;0;0;0;0
04/02/2013;149571;0;0;0;0;0;0
05/02/2013;151129;0;0;0;0;0;0
06/02/2013;151212;0;0;0;0;0;0
07/02/2013;150939;0;0;0;0;0;0
08/02/2013;151793;0;0;0;0;0;0
11/02/2013;151701;0;0;0;0;0;0
12/02/2013;151943;0;0;0;0;0;0
13/02/2013;152033;0;0;0;0;0;0
14/02/2013;152138;0;0;0;0;0;0
15/02/2013;151979;0;0;0;0;0;0
19/02/2013;153094;0;0;0;0;0;0
20/02/2013;151195;0;0;0;0;0;0
21/02/2013;150242;0;0;0;0;0;0
22/02/2013;151560;0;0;0;0;0;0
25/02/2013;148785;0;0;0;0;0;0
26/02/2013;149694;0;0;0;0;0;0
27/02/2013;151599;0;0;0;0;0;0
28/02/2013;151468;0;0;0;0;0;0
01/03/2013;151820;0;0;0;0;0;0
04/03/2013;152520;0;0;0;0;0;0
05/03/2013;153979;0;0;0;0;0;0
06/03/2013;154146;0;0;0;0;0;0
07/03/2013;154426;0;0;0;0;0;0
08/03/2013;155118;0;0;0;0;0;0
11/03/2013;155622;0;0;0;0;0;0
12/03/2013;155248;0;0;0;0;0;0
13/03/2013;155452;0;0;0;0;0;0
14/03/2013;156323;0;0;0;0;0;0
15/03/2013;156070;0;0;0;0;0;0
18/03/2013;155210;0;0;0;0;0;0
19/03/2013;154834;0;0;0;0;0;0
20/03/2013;155871;0;0;0;0;0;0
21/03/2013;154580;0;0;0;0;0;0
22/03/2013;155689;0;0;0;0;0;0
25/03/2013;155169;0;0;0;0;0;0
26/03/2013;156377;0;0;0;0;0;0
27/03/2013;156285;0;0;0;0;0;0
28/03/2013;156919;0;0;0;0;0;0
01/04/2013;156217;0;0;0;0;0;0
02/04/2013;157025;0;0;0;0;0;0
03/04/2013;155369;0;0;0;0;0;0
04/04/2013;155998;0;0;0;0;0;0
05/04/2013;155328;0;0;0;0;0;0
08/04/2013;156307;0;0;0;0;0;0
09/04/2013;156861;0;0;0;0;0;0
10/04/2013;158773;0;0;0;0;0;0
11/04/2013;159337;0;0;0;0;0;0
12/04/2013;158885;0;0;0;0;0;0
15/04/2013;155236;0;0;0;0;0;0
16/04/2013;157457;0;0;0;0;0;0
17/04/2013;155201;0;0;0;0;0;0
18/04/2013;154161;0;0;0;0;0;0
19/04/2013;155525;0;0;0;0;0;0
22/04/2013;156250;0;0;0;0;0;0
23/04/2013;157878;0;0;0;0;0;0
24/04/2013;157879;0;0;0;0;0;0
25/04/2013;158516;0;0;0;0;0;0
26/04/2013;158224;0;0;0;0;0;0
29/04/2013;159361;0;0;0;0;0;0
30/04/2013;159757;0;0;0;0;0;0
01/05/2013;158270;0;0;0;0;0;0
02/05/2013;159759;0;0;0;0;0;0
03/05/2013;161442;0;0;0;0;0;0
06/05/2013;161750;0;0;0;0;0;0
07/05/2013;162596;0;0;0;0;0;0
08/05/2013;163269;0;0;0;0;0;0
09/05/2013;162667;0;0;0;0;0;0
10/05/2013;163370;0;0;0;0;0;0
13/05/2013;163377;0;0;0;0;0;0
14/05/2013;165034;0;0;0;0;0;0
15/05/2013;165878;0;0;0;0;0;0
16/05/2013;165047;0;0;0;0;0;0
17/05/2013;166747;0;0;0;0;0;0
20/05/2013;166629;0;0;0;0;0;0
21/05/2013;166916;0;0;0;0;0;0
22/05/2013;165535;0;0;0;0;0;0
23/05/2013;165051;0;0;0;0;0;0
24/05/2013;164960;0;0;0;0;0;0
28/05/2013;166006;0;0;0;0;0;0
29/05/2013;164836;0;0;0;0;0;0
30/05/2013;165441;0;0;0;0;0;0
31/05/2013;163074;0;0;0;0;0;0
03/06/2013;164042;0;0;0;0;0;0
04/06/2013;163138;0;0;0;0;0;0
05/06/2013;160890;0;0;0;0;0;0
06/06/2013;162256;0;0;0;0;0;0
07/06/2013;164338;0;0;0;0;0;0
10/06/2013;164281;0;0;0;0;0;0
11/06/2013;162613;0;0;0;0;0;0
12/06/2013;161252;0;0;0;0;0;0
13/06/2013;163636;0;0;0;0;0;0
14/06/2013;162673;0;0;0;0;0;0
17/06/2013;163904;0;0;0;0;0;0
18/06/2013;165181;0;0;0;0;0;0
19/06/2013;162893;0;0;0;0;0;0
20/06/2013;158819;0;0;0;0;0;0
21/06/2013;159243;0;0;0;0;0;0
24/06/2013;157309;0;0;0;0;0;0
25/06/2013;158803;0;0;0;0;0;0
26/06/2013;160326;0;0;0;0;0;0
27/06/2013;161320;0;0;0;0;0;0
28/06/2013;160628;0;0;0;0;0;0
01/07/2013;161496;0;0;0;0;0;0
02/07/2013;161408;0;0;0;0;0;0
03/07/2013;161541;0;0;0;0;0;0
05/07/2013;163189;0;0;0;0;0;0
08/07/2013;164046;0;0;0;0;0;0
09/07/2013;165232;0;0;0;0;0;0
10/07/2013;165262;0;0;0;0;0;0
11/07/2013;167502;0;0;0;0;0;0
12/07/2013;168019;0;0;0;0;0;0
15/07/2013;168250;0;0;0;0;0;0
16/07/2013;167626;0;0;0;0;0;0
17/07/2013;168091;0;0;0;0;0;0
18/07/2013;168937;0;0;0;0;0;0
19/07/2013;169209;0;0;0;0;0;0
22/07/2013;169553;0;0;0;0;0;0
23/07/2013;169239;0;0;0;0;0;0
24/07/2013;168594;0;0;0;0;0;0
25/07/2013;169025;0;0;0;0;0;0
26/07/2013;169165;0;0;0;0;0;0
29/07/2013;168533;0;0;0;0;0;0
30/07/2013;168596;0;0;0;0;0;0
31/07/2013;168573;0;0;0;0;0;0
01/08/2013;170687;0;0;0;0;0;0
02/08/2013;170967;0;0;0;0;0;0
05/08/2013;170714;0;0;0;0;0;0
06/08/2013;169737;0;0;0;0;0;0
07/08/2013;169091;0;0;0;0;0;0
08/08/2013;169748;0;0;0;0;0;0
09/08/2013;169142;0;0;0;0;0;0
12/08/2013;168947;0;0;0;0;0;0
13/08/2013;169416;0;0;0;0;0;0
14/08/2013;168539;0;0;0;0;0;0
15/08/2013;166132;0;0;0;0;0;0
16/08/2013;165583;0;0;0;0;0;0
19/08/2013;164606;0;0;0;0;0;0
20/08/2013;165235;0;0;0;0;0;0
21/08/2013;164280;0;0;0;0;0;0
22/08/2013;165696;0;0;0;0;0;0
23/08/2013;166350;0;0;0;0;0;0
26/08/2013;165678;0;0;0;0;0;0
27/08/2013;163048;0;0;0;0;0;0
28/08/2013;163496;0;0;0;0;0;0
29/08/2013;163817;0;0;0;0;0;0
30/08/2013;163297;0;0;0;0;0;0
03/09/2013;163977;0;0;0;0;0;0
04/09/2013;165308;0;0;0;0;0;0
05/09/2013;165508;0;0;0;0;0;0
06/09/2013;165517;0;0;0;0;0;0
09/09/2013;167171;0;0;0;0;0;0
10/09/2013;168399;0;0;0;0;0;0
11/09/2013;168913;0;0;0;0;0;0
12/09/2013;168342;0;0;0;0;0;0
13/09/2013;168799;0;0;0;0;0;0
16/09/2013;169760;0;0;0;0;0;0
17/09/2013;170476;0;0;0;0;0;0
18/09/2013;172552;0;0;0;0;0;0
19/09/2013;172234;0;0;0;0;0;0
20/09/2013;170991;0;0;0;0;0;0
23/09/2013;170184;0;0;0;0;0;0
24/09/2013;169742;0;0;0;0;0;0
25/09/2013;169277;0;0;0;0;0;0
26/09/2013;169867;0;0;0;0;0;0
27/09/2013;169175;0;0;0;0;0;0
30/09/2013;168155;0;0;0;0;0;0
01/10/2013;169500;0;0;0;0;0;0
02/10/2013;169387;0;0;0;0;0;0
03/10/2013;167866;0;0;0;0;0;0
04/10/2013;169050;0;0;0;0;0;0
07/10/2013;167612;0;0;0;0;0;0
08/10/2013;165545;0;0;0;0;0;0
09/10/2013;165640;0;0;0;0;0;0
10/10/2013;169256;0;0;0;0;0;0
11/10/2013;170320;0;0;0;0;0;0
14/10/2013;171014;0;0;0;0;0;0
15/10/2013;169806;0;0;0;0;0;0
16/10/2013;172154;0;0;0;0;0;0
17/10/2013;173315;0;0;0;0;0;0
18/10/2013;174450;0;0;0;0;0;0
21/10/2013;174466;0;0;0;0;0;0
22/10/2013;175467;0;0;0;0;0;0
23/10/2013;174638;0;0;0;0;0;0
24/10/2013;175207;0;0;0;0;0;0
25/10/2013;175977;0;0;0;0;0;0
28/10/2013;176211;0;0;0;0;0;0
29/10/2013;177195;0;0;0;0;0;0
30/10/2013;176331;0;0;0;0;0;0
31/10/2013;175654;0;0;0;0;0;0
01/11/2013;176164;0;0;0;0;0;0
04/11/2013;176793;0;0;0;0;0;0
05/11/2013;176297;0;0;0;0;0;0
06/11/2013;177049;0;0;0;0;0;0
07/11/2013;174715;0;0;0;0;0;0
08/11/2013;177061;0;0;0;0;0;0
11/11/2013;177189;0;0;0;0;0;0
12/11/2013;176769;0;0;0;0;0;0
13/11/2013;178200;0;0;0;0;0;0
14/11/2013;179062;0;0;0;0;0;0
15/11/2013;179818;0;0;0;0;0;0
18/11/2013;179153;0;0;0;0;0;0
19/11/2013;178787;0;0;0;0;0;0
20/11/2013;178137;0;0;0;0;0;0
21/11/2013;179585;0;0;0;0;0;0
22/11/2013;180476;0;0;0;0;0;0
25/11/2013;180248;0;0;0;0;0;0
26/11/2013;180275;0;0;0;0;0;0
27/11/2013;180723;0;0;0;0;0;0
29/11/2013;180581;0;0;0;0;0;0
02/12/2013;180090;0;0;0;0;0;0
03/12/2013;179515;0;0;0;0;0;0
04/12/2013;179281;0;0;0;0;0;0
05/12/2013;178503;0;0;0;0;0;0
06/12/2013;180509;0;0;0;0;0;0
09/12/2013;180837;0;0;0;0;0;0
10/12/2013;180262;0;0;0;0;0;0
11/12/2013;178222;0;0;0;0;0;0
12/12/2013;177550;0;0;0;0;0;0
13/12/2013;177532;0;0;0;0;0;0
16/12/2013;178654;0;0;0;0;0;0
17/12/2013;178100;0;0;0;0;0;0
18/12/2013;181065;0;0;0;0;0;0
19/12/2013;180960;0;0;0;0;0;0
20/12/2013;181832;0;0;0;0;0;0
23/12/2013;182799;0;0;0;0;0;0
24/12/2013;183332;0;0;0;0;0;0
26/12/2013;184202;0;0;0;0;0;0
27/12/2013;184140;0;0;0;0;0;0
30/12/2013;184107;0;0;0;0;0;0
31/12/2013;184836;0;0;0;0;0;0
02/01/2014;183198;0;0;0;0;0;0
03/01/2014;183137;0;0;0;0;0;0
06/01/2014;182677;0;0;0;0;0;0
07/01/2014;183788;0;0;0;0;0;0
08/01/2014;183749;0;0;0;0;0;0
09/01/2014;183813;0;0;0;0;0;0
10/01/2014;184237;0;0;0;0;0;0
13/01/2014;181920;0;0;0;0;0;0
14/01/2014;183888;0;0;0;0;0;0
15/01/2014;184838;0;0;0;0;0;0
16/01/2014;184589;0;0;0;0;0;0
17/01/2014;183870;0;0;0;0;0;0
21/01/2014;184380;0;0;0;0;0;0
22/01/2014;184486;0;0;0;0;0;0
23/01/2014;182846;0;0;0;0;0;0
24/01/2014;179029;0;0;0;0;0;0
27/01/2014;178156;0;0;0;0;0;0
28/01/2014;179250;0;0;0;0;0;0
29/01/2014;177420;0;0;0;0;0;0
30/01/2014;179419;0;0;0;0;0;0
31/01/2014;178259;0;0;0;0;0;0
03/02/2014;174189;0;0;0;0;0;0
04/02/2014;175520;0;0;0;0;0;0
05/02/2014;175164;0;0;0;0;0;0
06/02/2014;177343;0;0;0;0;0;0
07/02/2014;179702;0;0;0;0;0;0
10/02/2014;179984;0;0;0;0;0;0
11/02/2014;181975;0;0;0;0;0;0
12/02/2014;181926;0;0;0;0;0;0
13/02/2014;182983;0;0;0;0;0;0
14/02/2014;183863;0;0;0;0;0;0
18/02/2014;184076;0;0;0;0;0;0
19/02/2014;182875;0;0;0;0;0;0
20/02/2014;183978;0;0;0;0;0;0
21/02/2014;183625;0;0;0;0;0;0
24/02/2014;184761;0;0;0;0;0;0
25/02/2014;184512;0;0;0;0;0;0
26/02/2014;184516;0;0;0;0;0;0
27/02/2014;185429;0;0;0;0;0;0
28/02/2014;185945;0;0;0;0;0;0
03/03/2014;184573;0;0;0;0;0;0
04/03/2014;187391;0;0;0;0;0;0
05/03/2014;187381;0;0;0;0;0;0
06/03/2014;187703;0;0;0;0;0;0
07/03/2014;187804;0;0;0;0;0;0
10/03/2014;187717;0;0;0;0;0;0
11/03/2014;186763;0;0;0;0;0;0
12/03/2014;186820;0;0;0;0;0;0
13/03/2014;184634;0;0;0;0;0;0
14/03/2014;184113;0;0;0;0;0;0
17/03/2014;185883;0;0;0;0;0;0
18/03/2014;187225;0;0;0;0;0;0
19/03/2014;186077;0;0;0;0;0;0
20/03/2014;187201;0;0;0;0;0;0
21/03/2014;186652;0;0;0;0;0;0
24/03/2014;185744;0;0;0;0;0;0
25/03/2014;186562;0;0;0;0;0;0
26/03/2014;185256;0;0;0;0;0;0
27/03/2014;184904;0;0;0;0;0;0
28/03/2014;185762;0;0;0;0;0;0
31/03/2014;187234;0;0;0;0;0;0
01/04/2014;188552;0;0;0;0;0;0
02/04/2014;189090;0;0;0;0;0;0
03/04/2014;188877;0;0;0;0;0;0
